Nom;Prénom;Autres_formes_du_Nom;Naissance;Mort;Genre;Ville;Rue;Indication;Enseigne;Note;Informations;Lien_IdRef;Ids;ISNI;Liste_Identifiants;Identifiant_BnF
Huart;François;;;;M;Paris;;au mont Sainte-Geneviève;;;;;http://viaf.org/viaf/103681924;viaf:103681924;;
Hulpeau;Claude;;;1649;M;Paris;rue Saint-Denis;sous les halles de Saint-Jacques de lHôpital;;;"Paris : 1606-1649? ; Rue Saint-Jacques ; Rue Saint-Germain, près de la Tour dargent ; Près du portail de la Monnaie ; Au bout du pont Saint-Michel, à lentrée du marché Neuf ; Rue de la Calandre, près le Palais ; Sous les halles de Saint-Jacques-lHôpital, rue Saint-Denis - À lÉcu de Bourgogne - À lImage Saint Nicolas,Imprimeur-libraire. Vraisemblablement apparenté au libraire Jean II Hulpeau. Recu libraire en 1606, il commence aussi à imprimer peu après. Veuve attestée en fév. 1650";http://www.idref.fr/031113753/id;http://isni.org/isni/0000000364479041;isni:0000000364479041;http://data.bnf.fr/ark:/12148/cb12239213g#foaf:Person,http://isni.org/isni/0000000364479041,http://viaf.org/viaf/229030646;12239213
Humbert;Nicolas;;;;M;Paris;;au mont-Hilaire;;;;;http://viaf.org/viaf/107059584;viaf:107059584;;
Huot;Claude;;;;M;Paris;rue Saint-Jacques;proche des Jacobins;Au pied de biche;;"Paris : 1646-1650? ; Rue Saint-Jacques (, proche les Jacobins) - Au Pied de biche,Reçu maître en janv. 1646";http://www.idref.fr/030990912/id;http://isni.org/isni/0000000362335140;isni:0000000362335140;http://data.bnf.fr/ark:/12148/cb12229635p#foaf:Person,http://viaf.org/viaf/224751101,http://isni.org/isni/0000000362335140;12229635
Huré;Sébastien;Huré II, Sébastien,Huré fils, Sébastien;1621-02-24;1678-11-22;M;Paris;rue Saint-Jacques;;A la visitation;;"Libraire ; imprimeur du Roi (1662). Reçu libraire en fév. 1646 ; gendre du libraire Jacques Quesnel, succède à son père Sébastien I Huré en 1651, dabord en association avec sa belle-mère, veuve de celui-ci ; reçu imprimeur du Roi en août 1662 par la cession dAntoine Estienne ; se démet en avril 1667 en faveur de Frédéric I Léonard, son associé depuis 1656, à qui il revend également son fonds,Adresse : Paris : 1646-1667 ; Rue Saint-Jacques - À la Visitation - Au Coeur bon,Devise(s) : Ego dormio, et cor meum vigilat";http://www.idref.fr/030990955/id;http://isni.org/isni/0000000110571104;isni:0000000110571104;http://isni.org/isni/0000000110571104,http://data.bnf.fr/ark:/12148/cb12229637c#foaf:Person,http://viaf.org/viaf/39429655;12229637
Hébert;Etienne;;;;M;Paris;rue dÉcosse;au mont Saint-Hilaire;;;"Imprimeur-libraire,Paris, 1633-1657?. Rue des Sept Voyes (1634); rue dEcosse, derrière St-Hilaire, à limage St-Ambroise (1635); Au mont St-Hilaire (1649)";http://www.idref.fr/069045453/id;http://isni.org/isni/0000000077468788;isni:0000000077468788;http://data.bnf.fr/ark:/12148/cb161899025#foaf:Person,http://viaf.org/viaf/107626630,http://isni.org/isni/0000000077468788;
Hénault;Jean;Henault, Joannes;;1673;M;Paris;rue Clopin;au Palais, dans la Salle Dauphine;A lange gardien;;"Imprimeur-libraire et fondeur de caractères ; (imprimeur-) libraire juré en luniversité de Paris (1657?). Fils de limprimeur-libraire parisien Mathurin Hénault. Reçu maître le 27 sept. 1635. Publie en 1667 un Catalogue des livres imprimez par Jean Henault... et des Epreuves des poinçons, matrices, lettres et caracteres de son imprimerie. Encore en activité en 1673. Veuve attestée dès 1673,Travaille fréquemment en association avec son père Mathurin Hénault jusquen 1651,Adresse : Paris (1635-1673), Rue Clopin, devant le (collège du) Petit-Navarre ; Rue Saint-Jacques ; (Au Palais,) Dans la salle Dauphine ; Rue Saint-Jacques. - À lAnge gardien ; À (lImage) Saint Raphaël ; À lAnge gardien et à Saint Raphaël ; À lAnge gardien";http://www.idref.fr/033309213/id;http://isni.org/isni/0000000108989536;isni:0000000108989536;http://isni.org/isni/0000000108989536,http://data.bnf.fr/ark:/12148/cb12418842d#foaf:Person,http://viaf.org/viaf/49313508;12418842
Hénault;Mathurin;Henault, Mathurinus;;1654;M;Paris;rue Saint-Jacques;proche le collège des Jésuites;À lAnge gardien;;Devise(s) : Medio tutissimus ibis,Imprimeur-libraire. - Entré en apprentissage chez limprimeur-libraire parisien Pierre II Sevestre en juin 1602. Reçu maître en oct. 1618. Encore en activité en juin 1651. Sépulture le 25 fév. 1654 à Paris, paroisse Saint-Étienne-du-Mont. À partir de 1635, travaille fréquemment en association avec son fils Jean Hénault.,Adresse : Paris : 1618-1654. - Rue Clopin, derrière Boncourt 1624. - Rue Clopin, devant le Petit Navarre (et à sa boutique en la cour du Palais, à côté de la chapelle Saint-Michel, proche la fontaine) 1626-1631. - Rue Clopin (et au Pont-Neuf, près la Samaritaine) 1637-1639. - Rue Saint-Jacques (, proche le collège des Jésuites) 1643-1650. - Enseigne(s) : À lAnge gardien;http://www.idref.fr/032689519/id;http://isni.org/isni/0000000066473952;isni:0000000066473952;http://data.bnf.fr/ark:/12148/cb12367092c#foaf:Person,http://isni.org/isni/0000000066473952,http://viaf.org/viaf/69007541;12367092
Ignoré (l).;Honoré;;;;M;;;;;;;;http://viaf.org/viaf/231679496;viaf:231679496;;
Imprimerie Royale;;"Paris (France) -- Imprimerie royale,Imprimerie du Louvre (France),Typographia regia (France ; 1640-1792),Typographia regia Luparae (France)";1640;1792;M;Paris;;au Louvre;;;"Établissement fondé en 1640 à la demande de Richelieu, devient Imprimerie nationale en 1791. A eu pour directeurs : Sébastien Cramoisy (1640) ; Sébastien Mabre-Cramoisy en la survivance de son grand-père (1660) ; la veuve de Sébastien Mabre-Cramoisy (1687) ; Jean Anisson (1691) ; Claude Rigaud (1707) ; Laurent-Louis Anisson (1725) ; Jacques Anisson (1735) ; Louis-Laurent Anisson Duperron (1760) ; Étienne-Alexandre-Jacques Anisson-Duperron (1783) qui sera exécuté le 25 avril 1794. En 1790 deux annexes sont ouvertes, lune cul-de-sac Matignon et lautre rue Mignon,Paris : 1640-1792 ; Aux Galeries du (ou : Au) Louvre ; Rue Mignon ; Cul-de-sac Matignon,Versailles : 1789 ; Rue de lOrangerie";https://www.idref.fr/027307719/id;http://isni.org/isni/0000000123698534;isni:0000000123698534;http://isni.org/isni/0000000123698534,http://catalogue.bnf.fr/ark:/12148/cb122698650,http://viaf.org/viaf/156909751;122698651
J.;J.;;;;M;;;;;;;;;;;
Jacquard;Nicolas;;;1680-01-01;M;Paris;rue Chartière;au mont Saint-Hilaire, près le Puits-Certain;;;"Clermont-Ferrand : 1653-1679 ; Près la Grande fontaine,Sens : 1639-1641,Paris : 1646-1651 ; Rue Chartière (, près le Puits Certain) - Au Treillis vert - À la Charité - À la Renommée,Imprimeur-libraire ; imprimeur ordinaire de monseigneur larchevêque et du diocèse de Sens (1641-1650) ; à Clermont-Ferrand, (premier) imprimeur et libraire ordinaire du Roi, de monseigneur lévêque et du clergé. Fils de limprimeur de Troyes Jean Jacquard. Recu libraire à Paris en juillet 1646 ; y exerce limprimerie à partir de 1649 ou peu avant. Venu à Clermont-Ferrand en nov. 1651 à linvitation de lévêque. Dit, sans doute à tort, âgé de 60 ans lors de son décès (1er janv. 1680),Devise(s) : Discite justitiam moniti";http://www.idref.fr/031113907/id;http://isni.org/isni/0000000109088537;isni:0000000109088537;http://data.bnf.fr/ark:/12148/cb12239223s#foaf:Person,http://isni.org/isni/0000000109088537,http://viaf.org/viaf/64060173;12239223
Jacquet;M.;;;;M;;;;;;;;;;;
Jacquet;Marignon;;;;M;;;;;;;;;;;
Josse;Georges;Josse I, Georges,Iosse, Georges;;1678-03-04;M;Paris;rue Saint-Jacques;;A la couronne dépines;;"Devise(s) : In spinis collige rosas,Variante(s) de prénom : Georgius. - Libraire. - Entre en apprentissage chez le libraire-relieur parisien Claude Bazin en juin 1609. Reçu maître le 2 sept. 1627. Gendre du libraire Jean II de Heuqueville à qui il succède. Membre des Compagnies des usages et de la Grand-Navire. Décédé à Paris en mars 1678. Père des libraires Claude, Georges II, Louis et Pierre II Josse ; beau-père du libraire Charles Angot,Paris : 1627-1678 ; Rue Saint-Jacques - À la Couronne dépine(s)";http://www.idref.fr/032511469/id;http://isni.org/isni/000000036638226X;isni:000000036638226X;http://isni.org/isni/000000036638226X,http://data.bnf.fr/ark:/12148/cb12352728s#foaf:Person,http://viaf.org/viaf/230020025;12352728
Julien;Jean;Julien I, Jean;;;M;Paris;rue de la Harpe;proche les collèges de Justice et dHarcourt;Aux quatre évangélistes;;Libraire et imprimeur juré de luniversité. Paris, 21 avril 1649 - 1660?. Adresse : via Citharea, sub signo Quatuor evangelistarum, prope collegium Justinianum & Harcurianum = rue de la Harpe, aux Quatre évangélistes, proche les collèges de Justice et dHarcourt;http://www.idref.fr/073780715/id;http://isni.org/isni/0000000357084279;isni:0000000357084279;http://viaf.org/viaf/195989136,http://data.bnf.fr/ark:/12148/cb16656953k#foaf:Person,http://isni.org/isni/0000000357084279;
Juster;Jacques;;;;M;;;;;;;;;;;
LAngevin;Nicolas;Langevin, Nicolas;;;M;Paris;;;;;Imprimeur-libraire. Publie une mazarinade en 1652. Peut-être sagit-il dun pseudonyme, éventuellement lanagramme de limprimeur-libraire parisien Nicolas de La Vigne,Lieu dactivité : Paris. Dates dactivité : 1652;http://www.idref.fr/241359864/id;http://isni.org/isni/000000007775504X;isni:000000007775504X;http://data.bnf.fr/ark:/12148/cb16185913v#foaf:Person,http://isni.org/isni/000000007775504X,http://viaf.org/viaf/107611512;16185913
La Caille;Jean de;La Caille I, Jean de (16..-1673),De La Caille, Jean;;1673-12-14;M;Paris;au mont Saint-Hilaire;proche le Puits-Certain;;imprimeur ordinaire du roi.;"Devise(s) : Ille candela Dei,Paris : 1641-1673 ; Au Mont Saint-Hilaire (ou : Rue Chartière), près le Puits-Certain ; Rue Saint-Jacques - À lImage Saint Sébastien - Aux Trois Cailles,Imprimeur-libraire ; imprimeur (ordinaire) du Roi (1644) ; libraire juré de luniversité (1645). Ancien apprenti et gendre de Jean de La Coste. Reçu maître en déc. 1641";http://www.idref.fr/031005179/id;http://isni.org/isni/0000000071413225;isni:0000000071413225;http://data.bnf.fr/ark:/12148/cb12230710n#foaf:Person,http://isni.org/isni/0000000071413225,http://viaf.org/viaf/73906490;12230710
La Coste;Nicolas de;De La Coste, Nicolas,Delacoste, Nicolas;;1666;M;Paris;rue des Sept-Voies;;à lécu de Bretagne;;"Paris : 1628-1666 ; (Au Mont Saint-Hilaire et) À la petite porte du Palais (, qui regarde (ou : devant) le quai des (ou : les) Augustins (ou : rue de Monsieur le Premier Président)) ; Rue des Sept-Voies. - À lÉcu de Bretagne (ou : Aux Trois Hermines),Travaille en association avec son frère Jean de La Coste entre 1630 et 1663 environ,Devise(s) : Nos connectit amor ; Ditat concordia fratres,Imprimeur-libraire. - Entré en apprentissage en janv. 1606. Libraire (12 oct. 1628) reçu imprimeur en 1630. En activité jusquen 1666 ; veuve attestée à cette date. Auteur de traductions de lespagnol";http://www.idref.fr/030991811/id;http://isni.org/isni/0000000123748060;isni:0000000123748060;http://data.bnf.fr/ark:/12148/cb122297020#foaf:Person,http://isni.org/isni/0000000123748060,http://viaf.org/viaf/7442906;12229702
La Court;Guillaume de;La Court, Guillelmus de,Lacourt, Guillaume de;1608-06-08;1683-08-14;M;Bordeaux;Rue Saint-James;;À la bible dor;imprimeur ordinaire du roi et de S. A;"Béziers : 1680,Bordeaux : 1637?-1683 ; Rue Saint-James - À la Bible dor,Imprimeur-libraire ; imprimeur (ordinaire) du Roi (1641 ou 1642?) ; imprimeur de monseigneur larchevêque (de Bordeaux et primat dAquitaine) ; de luniversité (de Bordeaux) ; de Son Altesse le prince de Condé (1652). Fils (et successeur vers 1640) de Pierre I de La Court. Réimprime la Gazette à Bordeaux de 1648 à 1683. On lui attribue à tort la paternité du Recit veritable de tout ce qui sest fait au procez du Roy de la Grand Bretagne... quil réimprime en 1649 sur une copie de Londres. Son fils aîné Nicolas de La Court lui succède en qualité dimprimeur du Roi le 15 nov. 1683,Devise(s) : Vacua non regnat in aula. Alpha et omega. Principium et finis";http://www.idref.fr/034520716/id;http://isni.org/isni/0000000121290076;isni:0000000121290076;http://data.bnf.fr/ark:/12148/cb125268758#foaf:Person,http://isni.org/isni/0000000121290076,http://viaf.org/viaf/39487061;12526875
La Haye;Jean de;;1593-03-20;1661-10-15;M;Paris;rue Sainte-Jean-de-Latran;;A la rose rouge.;;Franciscain et théologien, il enseigna la philosophie et la théologie. Prédicateur ordinaire de la reine Anne dAutriche. Connu pour deux ouvrages : Biblia magna (1643, 5 vol.) et Biblia maxima (1660, 19 vol.),Né à Paris. Prend lhabit des frères mineurs de la réforme de saint Pierre dAlcantara en Andalousie. Prédicateur dAnne dAutriche et de Louis XIII. Lègue sa riche bibliothèque aux Cordeliers;http://www.idref.fr/029417244/id;http://isni.org/isni/0000000066311494;isni:0000000066311494;http://data.bnf.fr/ark:/12148/cb12104943b#foaf:Person,http://isni.org/isni/0000000066311494,http://viaf.org/viaf/34487000;12104943
La Haye;Rolin de;Delahaie, Rolin (libraire-relieur),La Haie, Rolin de (libraire-relieur);;;M;Paris;rue dÉcosse;près du Puits Certain;;;"Devise(s) : Si in viridi, quid in arido ?,Par sentence du 27 fév. 1671, il lui est défendu de servir de prête-nom à des compagnons tenant boutique,Paris : 1634-1668? ; Rue dÉcosse, (au Mont Saint-Hilaire,) près le Puits Certain";http://www.idref.fr/03099182X/id;http://isni.org/isni/0000000110423283;isni:0000000110423283;http://isni.org/isni/0000000110423283,http://data.bnf.fr/ark:/12148/cb12229703b#foaf:Person,http://viaf.org/viaf/19730875;12229703
La Vigne;Nicolas de;De La Vigne, Nicolas;;1679;M;Paris;rue des Carmes;près léglise Saint-Hilaire;;;"Paris : 1617-1679 ; Rue Clopin près le collège de Petit-Navarre ; Près la porte Saint-Marcel (, et en sa boutique en la cour du Palais (ou : au Palais) (, près les degrés de la Sainte-Chapelle ; près la galerie des Prisonniers)) ; Rue Bordelle ; Rue des Carmes ; Près léglise Saint-Hilaire ; Cour dAlbret - À lÉcu de France - À lHôtel de Vendôme - À la Croix de Lorraine,Imprimeur-libraire. Apprenti de Denis Binet en 1610, il est reçu maître en avril 1620. Une édition au moins paraît sous son nom dès 1617. Veuve attestée en 1679";http://www.idref.fr/03243541X/id;http://isni.org/isni/0000000110423830;isni:0000000110423830;http://data.bnf.fr/ark:/12148/cb12346581f#foaf:Person,http://isni.org/isni/0000000110423830,http://viaf.org/viaf/19752130;12346581
Lacarrière;Thomas;;;;M;;;;;;;;;;;
Lafosse (de);Salomon;;;;M;Paris;sur le quai de Gèvres;vers le pont Marchand;;Un extrait des registres du Parlement du 31 août 1651 le note sur la liste des colporteurs autorisés au Chatelêt (BnF Ms F. Fr. 22115, n°48);;;http://isni.org/isni/0000000070440942;isni:0000000070440942;;
Lalemant;Pierre;Lallemant, Pierre,Lalement, Pierre;1622;1673-02-18;M;Paris;;à la montagne Sainte-Geneviève;au paon Royal;;Professeur de rhétorique au collège du cardinal Lemoine. Recteur de lUniversité (1653-1655). Génovéfain (1656). Prieur de Sainte-Geneviève. Chancelier de lUniversité (1662). Orateur,Écrit aussi en latin;http://www.idref.fr/029910986/id;http://isni.org/isni/0000000106549641;isni:0000000106549641;http://isni.org/isni/0000000106549641,http://data.bnf.fr/ark:/12148/cb12143639v#foaf:Person,http://viaf.org/viaf/73890722;12143639
Lallay;Jacques;;;;M;;;;;;;;;;;
Lambert;Etienne;;;;M;Paris;;au mont Saint-Hilaire;;;Libraire. - Paris : 1652. - Adresse : au Mont Saint-Hilaire;http://www.idref.fr/092388027/id;http://isni.org/isni/0000000079624908;isni:0000000079624908;http://isni.org/isni/0000000079624908,http://viaf.org/viaf/120750758;
Lambert;Philippe;;;;M;;;;;;;;;;;
Lamet;Pierre;;;;M;;;;;;;;;;;
Langlois;Denis;Langlois II, Denis;1602-06-17;;M;Paris;rue des Sept-Voyes;au mont Saint-Hilaire;à lenseigne du Pélican;;"Autre(s) graphie(s) : Langlois aîné ; Langlois père. Imprimeur-libraire. Fils de Denis I Langlois. Reçu maître en déc. 1644. Arrêté en juin 1657 pour impression de pamphlets jansénistes, il est relâché après avoir avoué. Un arrêt du 17 févr. 1667 lui enjoint de fermer son atelier, ainsi quà 12 autres imprimeurs, faute de satisfaire aux conditions requises. Encore en activité en nov. 1667 (quittance alors un apprenti),Paris : 1644-1667? ; Rue des Sept-Voies ; Au Mont Saint-Hilaire (, près la Puits Certain ; dans la cour dAlbret) - À lenseigne du Pélican";http://www.idref.fr/066009316/id;http://isni.org/isni/0000000110403338;isni:0000000110403338;http://data.bnf.fr/ark:/12148/cb124825239#foaf:Person,http://isni.org/isni/0000000110403338,http://viaf.org/viaf/14365637;12482523
Langlois;Emmanuel;;1629-10-20;1683-09-20;M;Paris;rue Saint-Jacques;vis-à-vis Saint-Yves;à limage Saint Denis;"On peut le croire fils de Denis ; car il est, en 1652, associé de Gervais Alliot pour la publication du Journal du Parlement.";"Libraire. 1er fils de Jacques I Langlois. Reçu libraire en nov. 1652. Décédé après le 19 sept. 1683,De 1652 à 1678, travaille fréquemment en association avec son père Jacques I Langlois,Paris : 1652-1683 ; Au Mont Sainte-Geneviève (, vis-à-vis la fontaine) (, et en sa boutique à lentrée de la grand-salle du Palais (, au sixième pilier)) ; Rue Saint-Jacques (, vis-à-vis Saint-Yves) - À la Reine de Paix - À la Reine du Clergé (et à lImage Saint Denis)";https://www.idref.fr/031454046/id;http://isni.org/isni/0000000367184775;isni:0000000367184775;http://isni.org/isni/0000000367184775,http://catalogue.bnf.fr/ark:/12148/cb12266662p,http://viaf.org/viaf/231003114;122666625
Langlois;Jacques;Langlois, Jacobus,Langlois I, Jacques;1604;1678;M;Paris;rue Saint-Jean-de-Beauvais;;A la reine de paix;;"Variante(s) de prénom : Giacomo. - Imprimeur-libraire ; fondeur de caractères ; imprimeur (ordinaire) du Roi (1649). - Deuxième fils de limprimeur-libraire parisien Denis I Langlois. Établi dès 1629 ou peu avant, il nest reçu maître quen mai 1633. Gendre (juin 1644) de limprimeur-libraire Joseph Guerreau. Décédé à Paris en août 1678. Sa veuve Anne Guerreau lui succède. Travaille en association avec ses fils Emmanuel et Jacques II Langlois à partir de 1652.,Paris : 1629?-1678 ; Rue Saint-Jean-de-Beauvais ; Au Mont Sainte-Geneviève, vis-à-vis la Fontaine (ou : Vis-à-vis la fontaine Sainte-Geneviève) ; Au sixième pilier de (ou : Dans) la grand-salle du Palais, vis-à-vis la Grand-Chambre - Au Cadran - À la Reine de Paix";http://www.idref.fr/031005314/id;http://isni.org/isni/0000000121179650;isni:0000000121179650;http://viaf.org/viaf/2524914,http://catalogue.bnf.fr/ark:/12148/cb12230720z,http://isni.org/isni/0000000121179650;122307202
Larru;Samuel de;;;;M;Paris;;près Saint-Etienne;;;Lieu dactivité : Paris. Dates dactivité : 1652. Adresse : Près Saint-Étienne,Libraire. - Publie des mazarinades en 1652;http://www.idref.fr/154747300/id;http://isni.org/isni/0000000364740772;isni:0000000364740772;http://isni.org/isni/0000000364740772,http://data.bnf.fr/ark:/12148/cb16173792r#foaf:Person,http://viaf.org/viaf/227077741;16173792
Laureau;Laurent;;;;M;;;;;;Lieu dactivité : Paris. Dates dactivité : 1652,Publie des mazarinades en 1652. Peut-être sagit-il dun pseudonyme;http://www.idref.fr/198626924/id;http://isni.org/isni/0000000079147988;isni:0000000079147988;http://data.bnf.fr/ark:/12148/cb161951533#foaf:Person,http://isni.org/isni/0000000079147988,http://viaf.org/viaf/120750762;16195153
Laurent;J.;;;;M;;;;;imprimeur du roi;;;;;;
Laynié;François;;;;M;;;;;imprimeur du roi;;;;;;
Le Bon;Jacques;;;;M;Paris;;au mont Saint-Hilaire;;;;;http://viaf.org/viaf/107061830;viaf:107061830;;
Le Bossu;Ricard;;;;M;Paris;;proche le Puits-Certain;;;Imprimeur-libraire,Paris, 17e s., proche du Puits-certain.;http://www.idref.fr/241949289/id;http://viaf.org/viaf/107062020;viaf:107062020;http://viaf.org/viaf/107062020;16179943
Le Gentil;Jacques;Gentil, Jacques;;1672;M;Paris;rue dÉcosse;près Saint-Hilaire;à lenseigne Saint Jérôme;;Lieu dactivité : Paris. Dates dactivité : 1651-1672?. Adresse : Rue dÉcosse, près Saint-Hilaire. Adresse : Rue des Noyers, au coin de la rue Saint-Jean-de-Beauvais. Enseigne : À lenseigne de Saint Jérôme,Variante(s) de prénom : Jacobus. - Imprimeur-libraire. - De confession calviniste. Frère puîné du libraire parisien Jean Le Gentil. Reçu apprenti de limprimeur-libraire parisien Pierre II Des Hayes en août 1622. Reçu maître le 7 mars 1652, mais attesté en activité dès oct. 1651 (il est alors arrêté par le lieutenant civil du Châtelet pour impression dun libelle annonçant le mariage prétendu du cardinal Mazarin et de la reine mère Anne dAutriche). Auteur de plusieurs mazarinades, dont Le Dernier Combat donné devant Etampes... et Relation véritable contenant tout ce qui sest passé à la défaite des troupes du maréchal de Turenne... (mai-juin 1652). Arrêté en mai 1652 sur ordre du parlement de Paris pour la publication des Dernieres Resolutions faites en parlement, libelle annonçant labandon dautorité du parlement entre les mains de Gaston dOrléans. Encore en activité en 1670. Veuve attestée de 1672 à sept. 1694 au moins;http://www.idref.fr/152165088/id;http://isni.org/isni/0000000121226728;isni:0000000121226728;http://isni.org/isni/0000000121226728,http://data.bnf.fr/ark:/12148/cb15590791n#foaf:Person,http://viaf.org/viaf/17544003;
Le Muet;Pierre;;;;M;Paris;;près la porte Saint-Jacques;;;Lieu dactivité : Paris. Dates dactivité : 1652. Adresse : Près la porte Saint-Jacques,Publie au moins une mazarinade en 1652. Peut-être sagit-il dun pseudonyme;http://www.idref.fr/241689155/id;http://viaf.org/viaf/120177668;viaf:120177668;http://data.bnf.fr/ark:/12148/cb16192945z#foaf:Person,http://viaf.org/viaf/120177668;16192945
Le Petit;Pierre;Le Petit, Petrus;1617;1686-09-25;M;Paris;rue Saint-Jacques;;à la toison dor et à la croix dor;;"Devise(s) : In hoc signo vinces,Imprimeur-libraire ; imprimeur-libraire de lAcadémie française (1643) ; imprimeur-libraire ordinaire du Roi (1647). Dévoué à Port-Royal et au parti janséniste, il est poursuivi en 1658-1660 pour avoir publié des libelles impies et séditieux contre lhonneur de Dieu, le service du Roi et le repos de lÉtat. Souvent victime de contrefaçons provinciales, il intente de nombreux procès. Ayant perdu un grand nombre de ses ouvrages entreposés au collège de Montaigu lors dun incendie (21 mars 1675), il obtient la continuation de tous ses privilèges pour 50 ans (arrêt du Conseil du 3 août 1675). Dit âgé de 69 ans lors de son décès (sept. 1686),Paris : 1642-1686 ; 1687-1693? ; Rue Saint-Jacques - À la Toison dor - À la Croix dor,Ses successeurs, notamment Jean II Villette pour la librairie, ont publié sous son nom jusque vers 1693,Travaille en association avec la veuve de Jean Camusat, dont il a épousé la fille, jusquen 1651";http://www.idref.fr/031917046/id;http://isni.org/isni/0000000122796968;isni:0000000122796968;http://data.bnf.fr/ark:/12148/cb123043075#foaf:Person,http://isni.org/isni/0000000122796968,http://viaf.org/viaf/49291218;12304307
Le Porteur;Simon;;;;M;Paris;;au mont Saint-Hilaire;;;Libraire. - Paris : 1652. - Adresse : au Mont Saint-Hilaire;http://www.idref.fr/09240457X/id;http://isni.org/isni/0000000077171175;isni:0000000077171175;http://isni.org/isni/0000000077171175,http://data.bnf.fr/ark:/12148/cb16178566v#foaf:Person,http://viaf.org/viaf/107056401;
Le Prest;Martin;;;1690;M;Paris;rue Saint-Jacques;devant la fontaine Saint-Séverin;à la Couronne de France;;Imprimeur-libraire. - Lieu dactivité : Paris. - Dates dactivité : 1645-1690?. - Adresse : rue Saint-Jacques, devant la fontaine S. Séverin. - Enseigne : à la Couronne de France. - Décède avant août 1693;http://www.idref.fr/122895371/id;http://isni.org/isni/0000000071284646;isni:0000000071284646;http://data.bnf.fr/ark:/12148/cb16134264j#foaf:Person,http://isni.org/isni/0000000071284646,http://viaf.org/viaf/100352955;
Le Rat;Jean;Rat, Jean;;1667-10;M;Paris;rue des Sept-Voies;devant le collège de Rheims;A la couronne;;Lieu dactivité : Paris. Dates dactivité : 1647-1667. Adresse : Rue des Sept-Voies (, devant le collège de Reims). Adresse : Rue dÉcosse (, au mont Saint-Hilaire). Enseigne : À lImage Saint Étienne. Enseigne : Aux Trois Crémaillères,Libraire. - En apprentissage chez le libraire parisien Robert I Feugé en août 1625. Reçu maître le 15 mars 1647. Publie en 1649 Le Courrier bourdelois. Rachète en 1652 le fonds de librairie de la veuve dAntoine Coulon et publie à cette date des mazarinades sous son adresse, rue dÉcosse, aux Trois Crémaillères. Sépulture Paris, 28 oct. 1667;http://www.idref.fr/20451391X/id;http://isni.org/isni/000000007740264X;isni:000000007740264X;http://data.bnf.fr/ark:/12148/cb16187920m#foaf:Person,http://isni.org/isni/000000007740264X,http://viaf.org/viaf/107619178;16187920
Le Roy;Claude;Leroy, Claude,Le Roi, Claude;1606;;M;Paris;;au mont Saint-Hilaire;;;"Imprimeur-libraire. Fils du libraire-relieur Jacques I Le Roy. Relieur attesté dès avant 1641, il est recu libraire en déc. 1643 et imprimeur en 1686. Décédé avant nov. 1691,Paris : 1643-169.? ; Au Mont Saint-Hilaire (ou : Sainte-Geneviève)";http://www.idref.fr/031005586/id;http://isni.org/isni/0000000367182999;isni:0000000367182999;http://data.bnf.fr/ark:/12148/cb122307428#foaf:Person,http://isni.org/isni/0000000367182999,http://viaf.org/viaf/231002209;12230742
Leblond;Jérôme;;;;M;;;;;;;;;;;
Leché;Marin;Le Ché, Marin;;1679;M;Paris;;au premier pillier de la grandSalle du Palais, vis à vis de la Chapelle;au Soleil dor;Imprimeur & Libraire ordinaire du Roy;"Lieu dactivité : Paris. Dates dactivité : 1649-1679?. Adresse : Dans la (grande) salle du Palais (, au premier pilier, vis-à-vis la chapelle ; proche le Bailliage ; vers la cour des Aides). Adresse : Au septième pilier de la Grand-Salle (du Palais). Enseigne : Au Soleil dor,Libraire ; imprimeur et libraire ordinaire du Roi (1653-1661) ; imprimeur ordinaire de Monseigneur le duc dAnjou (1652-1654). Entré en apprentissage chez limprimeur-libraire parisien Pierre Rocolet en mars 1639 pour 6 ans. Reçu maître le 14 mai 1649. Aurait obtenu, en 1653 ou peu avant, un brevet dimprimeur de la garde-robe du Roi. Poursuivi en justice par la communauté des imprimeurs et libraires de Paris pour usurpation de la qualité dimprimeur et libraire ordinaire du Roi. Ne semble pas sêtre prévalu de ce titre après 1661, un arrêt du 21 mars 1661 lui défendant de continuer à le prendre sous peine de 3 000 l. damende. Antoine Fournot est cependant reçu imprimeur de la garde-robe du Roi le 9 mars 1680 aux lieu et place de deffunct Marin Leché";http://www.idref.fr/122642996/id;http://isni.org/isni/0000000002804070;isni:0000000002804070;http://viaf.org/viaf/7666914,http://data.bnf.fr/ark:/12148/cb150270886#foaf:Person,http://isni.org/isni/0000000002804070;15027088
Lecomte;François;;;;M;;;;;Probablement successeur de la veuve Jean Remy.;;;;;;
Ledrut;Nicolas;;;;M;Paris;;au mont Saint-Hilaire;;;;;http://isni.org/isni/0000000077417868;isni:0000000077417868;;
Lefèvre;Philippe;;;;M;;;;;;;;;;;
Leféron;Antoine;;;;M;;;;;;;;http://isni.org/isni/0000000077000229;isni:0000000077000229;;
Legaillard;Louis;;;;M;;;;;;;;;;;
Legrand;Simon;;;;M;;;;;;;;;;;
Lemaine;Gilles;;;;M;;;;;;;;;;;
Lemaine;Louis;;;;M;;;;;;;;;;;
Lenoble;Antoine;;;;M;;;;;;;;;;;
Lerond;Jean;;;;M;;;;;;;;;;;
Leroy;Charles;;;;M;;;;;;;;;;;
